
Movie,Question,Answer
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Chilipiga Teegalu Moginaaya; Poyindhe Soya; Ittaantivanni Alavaate Ledhe'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Chilipiga Teegalu Moginaaya; Poyindhe Soya; Ittaantivanni Alavaate Ledhe'?,SIDSRIRAM
Sarkaru Vaari Paata,Complete the lyric: 'Respect Every Penny; Penny; ___ Penny Every Penny',EVERY
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Respect Every Penny; Penny; Every Penny Every Penny'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Respect Every Penny; Penny; Every Penny Every Penny'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Respect Every Penny; Penny; Every Penny Every Penny'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Respect Every Penny; Penny; Every Penny Every Penny'?,NAKASHAZIZ
Sarkaru Vaari Paata,Complete the lyric: 'Let Me See Your KYC; Chuk Chuk De De; Chak Chak De ___',DE
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Let Me See Your KYC; Chuk Chuk De De; Chak Chak De De'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Let Me See Your KYC; Chuk Chuk De De; Chak Chak De De'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Let Me See Your KYC; Chuk Chuk De De; Chak Chak De De'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Let Me See Your KYC; Chuk Chuk De De; Chak Chak De De'?,NAKASHAZIZ
Sarkaru Vaari Paata,Complete the lyric: 'Blast E Ye ___ Ayna; Kaka Nuv Local Vaina; Na Market Global Naina',STATE
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Blast E Ye State Ayna; Kaka Nuv Local Vaina; Na Market Global Naina'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Blast E Ye State Ayna; Kaka Nuv Local Vaina; Na Market Global Naina'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Blast E Ye State Ayna; Kaka Nuv Local Vaina; Na Market Global Naina'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Blast E Ye State Ayna; Kaka Nuv Local Vaina; Na Market Global Naina'?,NAKASHAZIZ
Sarkaru Vaari Paata,Complete the lyric: 'Reverse Leni Baata; Sarkaru ___ Paata; Weapons Leni Veta',VAARI
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Reverse Leni Baata; Sarkaru Vaari Paata; Weapons Leni Veta'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Reverse Leni Baata; Sarkaru Vaari Paata; Weapons Leni Veta'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Reverse Leni Baata; Sarkaru Vaari Paata; Weapons Leni Veta'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Reverse Leni Baata; Sarkaru Vaari Paata; Weapons Leni Veta'?,HARIKANARAYAN
Sarkaru Vaari Paata,Complete the lyric: '___ Vaari Paata; Sarkaru Vaari Paata; Weapons Leni Veta',SARKARU
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Sarkaru Vaari Paata; Sarkaru Vaari Paata; Weapons Leni Veta'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Sarkaru Vaari Paata; Sarkaru Vaari Paata; Weapons Leni Veta'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Sarkaru Vaari Paata; Sarkaru Vaari Paata; Weapons Leni Veta'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Sarkaru Vaari Paata; Sarkaru Vaari Paata; Weapons Leni Veta'?,HARIKANARAYAN
Sarkaru Vaari Paata,Complete the lyric: '___ Gunnaadantha Sambaralu Poka; Saafu Cheyyaalsi Vasthe Aagipoddhi Keka; Eela Kottenthala Yelamesthaadata',SOFT
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Soft Gunnaadantha Sambaralu Poka; Saafu Cheyyaalsi Vasthe Aagipoddhi Keka; Eela Kottenthala Yelamesthaadata'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Soft Gunnaadantha Sambaralu Poka; Saafu Cheyyaalsi Vasthe Aagipoddhi Keka; Eela Kottenthala Yelamesthaadata'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Soft Gunnaadantha Sambaralu Poka; Saafu Cheyyaalsi Vasthe Aagipoddhi Keka; Eela Kottenthala Yelamesthaadata'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Who sang the song with the lyrics snippet 'Soft Gunnaadantha Sambaralu Poka; Saafu Cheyyaalsi Vasthe Aagipoddhi Keka; Eela Kottenthala Yelamesthaadata'?,HARIKANARAYAN
Sarkaru Vaari Paata,Complete the lyric: 'Hey Babu Sukka Malli Moora Sukkaravarame; Oh Babu Tera Sampangi Moora Shanivarame; ___ Aadivaram Ollokochhi Aarumooral',AEY
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Hey Babu Sukka Malli Moora Sukkaravarame; Oh Babu Tera Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Hey Babu Sukka Malli Moora Sukkaravarame; Oh Babu Tera Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Hey Babu Sukka Malli Moora Sukkaravarame; Oh Babu Tera Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Complete the lyric: 'Oh Babu ___ Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral; Jallo Petti Aadesukomandi Andame',TERA
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Oh Babu Tera Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral; Jallo Petti Aadesukomandi Andame'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Oh Babu Tera Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral; Jallo Petti Aadesukomandi Andame'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Oh Babu Tera Sampangi Moora Shanivarame; Aey Aadivaram Ollokochhi Aarumooral; Jallo Petti Aadesukomandi Andame'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Complete the lyric: 'Musthabayyi ___ Vacheshaa; Pilladaa Nuv Visireykoi Sirunavvalaa; pichekki Pothaanoi Lolopalaa',ITTAA
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Musthabayyi Ittaa Vacheshaa; Pilladaa Nuv Visireykoi Sirunavvalaa; pichekki Pothaanoi Lolopalaa'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Musthabayyi Ittaa Vacheshaa; Pilladaa Nuv Visireykoi Sirunavvalaa; pichekki Pothaanoi Lolopalaa'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Musthabayyi Ittaa Vacheshaa; Pilladaa Nuv Visireykoi Sirunavvalaa; pichekki Pothaanoi Lolopalaa'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Complete the lyric: 'Muddu muddu maataltho padesthivaa; Heyy chaal chaalle chaalu ooruko; ___ maikamlo nundi teruko',AA
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Muddu muddu maataltho padesthivaa; Heyy chaal chaalle chaalu ooruko; Aa maikamlo nundi teruko'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Muddu muddu maataltho padesthivaa; Heyy chaal chaalle chaalu ooruko; Aa maikamlo nundi teruko'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Muddu muddu maataltho padesthivaa; Heyy chaal chaalle chaalu ooruko; Aa maikamlo nundi teruko'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Complete the lyric: 'Mosamendhi shyaama; Manakika ___ Mudhiraave naa bujji gopikaa',MOMAATAMAA
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Mosamendhi shyaama; Manakika momaatamaa; Mudhiraave naa bujji gopikaa'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Mosamendhi shyaama; Manakika momaatamaa; Mudhiraave naa bujji gopikaa'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Mosamendhi shyaama; Manakika momaatamaa; Mudhiraave naa bujji gopikaa'?,SARKARUVAARIPAATA
Sarkaru Vaari Paata,Complete the lyric: 'Naa menisthaaninkaa mosuko; Kalesuko kalabadipo; Nee kaalmokthaa kallu ___',MOOSUKO
Sarkaru Vaari Paata,Who is the music director for the song with the lyrics snippet 'Naa menisthaaninkaa mosuko; Kalesuko kalabadipo; Nee kaalmokthaa kallu moosuko'?,SSTHAMAN
Sarkaru Vaari Paata,Who penned the lyrics to the song with the lyrics snippet 'Naa menisthaaninkaa mosuko; Kalesuko kalabadipo; Nee kaalmokthaa kallu moosuko'?,ANANTASRIRAM
Sarkaru Vaari Paata,Which movie has the song with the following lyrics snippet from: 'Naa menisthaaninkaa mosuko; Kalesuko kalabadipo; Nee kaalmokthaa kallu moosuko'?,SARKARUVAARIPAATA
Sita Ramam,Complete the lyric: 'Adhantha nee dhaye; Visukkune ___ chandamamaye; Nuvvunte na panentane',VELLADU
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,SPBCHARAN
Sita Ramam,Complete the lyric: 'Nee navvu thaake; Tharinche ___ Nisheedhu lanni',THAPASSILAA
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Nee navvu thaake; Tharinche thapassilaa; Nisheedhu lanni'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Nee navvu thaake; Tharinche thapassilaa; Nisheedhu lanni'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Nee navvu thaake; Tharinche thapassilaa; Nisheedhu lanni'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Nee navvu thaake; Tharinche thapassilaa; Nisheedhu lanni'?,SPBCHARAN
Sita Ramam,Complete the lyric: 'Adhantha nee dhaye; Visukkune velladu ___ Nuvvunte na panentane',CHANDAMAMAYE
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Adhantha nee dhaye; Visukkune velladu chandamamaye; Nuvvunte na panentane'?,SPBCHARAN
Sita Ramam,Complete the lyric: 'Nelapai vaaluthunnavi; Adugu ___ puvvulai; O vaipemo opaleni maikam',ADUGUNA
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Nelapai vaaluthunnavi; Adugu aduguna puvvulai; O vaipemo opaleni maikam'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Nelapai vaaluthunnavi; Adugu aduguna puvvulai; O vaipemo opaleni maikam'?,ANANTASRIRAM
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Nelapai vaaluthunnavi; Adugu aduguna puvvulai; O vaipemo opaleni maikam'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Nidura lepadugu okka; Nee ___ kalavaristhaanule; Nindu noorella koluvane telisi',PERE
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Nidura lepadugu okka; Nee pere kalavaristhaanule; Nindu noorella koluvane telisi'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Nidura lepadugu okka; Nee pere kalavaristhaanule; Nindu noorella koluvane telisi'?,ANANTASRIRAM
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Nidura lepadugu okka; Nee pere kalavaristhaanule; Nindu noorella koluvane telisi'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Theeram telipene nudhuti ___ Nudhuta thilakamai vaaluthaa; Kanulalo merupulaa thaaraade',RAATHA
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Theeram telipene nudhuti raatha; Nudhuta thilakamai vaaluthaa; Kanulalo merupulaa thaaraade'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Theeram telipene nudhuti raatha; Nudhuta thilakamai vaaluthaa; Kanulalo merupulaa thaaraade'?,ANANTASRIRAM
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Theeram telipene nudhuti raatha; Nudhuta thilakamai vaaluthaa; Kanulalo merupulaa thaaraade'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Kannulloni kalalu anni; ___ kalalugaa; Kalla mundhu paaraadagaa',KARIGIPONI
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Kannulloni kalalu anni; Karigiponi kalalugaa; Kalla mundhu paaraadagaa'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Kannulloni kalalu anni; Karigiponi kalalugaa; Kalla mundhu paaraadagaa'?,SIRIVENNELASEETHARAMASASTRY
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Kannulloni kalalu anni; Karigiponi kalalugaa; Kalla mundhu paaraadagaa'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Kalla ___ paaraadagaa; Kannulloni kalalu anni; Karigiponi kalalugaa',MUNDHU
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Kalla mundhu paaraadagaa; Kannulloni kalalu anni; Karigiponi kalalugaa'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Kalla mundhu paaraadagaa; Kannulloni kalalu anni; Karigiponi kalalugaa'?,SIRIVENNELASEETHARAMASASTRY
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Kalla mundhu paaraadagaa; Kannulloni kalalu anni; Karigiponi kalalugaa'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Karigiponi kalalugaa; Kalla ___ paaraadagaa; Tagu tarunam idhi kadhaa',MUNDHU
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Karigiponi kalalugaa; Kalla mundhu paaraadagaa; Tagu tarunam idhi kadhaa'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Karigiponi kalalugaa; Kalla mundhu paaraadagaa; Tagu tarunam idhi kadhaa'?,SIRIVENNELASEETHARAMASASTRY
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Karigiponi kalalugaa; Kalla mundhu paaraadagaa; Tagu tarunam idhi kadhaa'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Chirunaama Chirunaama Aa AaAa; Itu Choodava Priyathama; ___ Anukookumaa',EDABAATU
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Chirunaama Chirunaama Aa AaAa; Itu Choodava Priyathama; Edabaatu Anukookumaa'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Chirunaama Chirunaama Aa AaAa; Itu Choodava Priyathama; Edabaatu Anukookumaa'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Chirunaama Chirunaama Aa AaAa; Itu Choodava Priyathama; Edabaatu Anukookumaa'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Muddhantina Chempa Pai; Thadi ___ Ledhule; Maatokati Cheppeenthalo',AARANE
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Muddhantina Chempa Pai; Thadi Aarane Ledhule; Maatokati Cheppeenthalo'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Muddhantina Chempa Pai; Thadi Aarane Ledhule; Maatokati Cheppeenthalo'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Muddhantina Chempa Pai; Thadi Aarane Ledhule; Maatokati Cheppeenthalo'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Chirunaama ___ Aa AaAa; Manasantha Neeve Priya; Virahaanni Champedala',CHIRUNAAMA
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Chirunaama Chirunaama Aa AaAa; Manasantha Neeve Priya; Virahaanni Champedala'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Chirunaama Chirunaama Aa AaAa; Manasantha Neeve Priya; Virahaanni Champedala'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Chirunaama Chirunaama Aa AaAa; Manasantha Neeve Priya; Virahaanni Champedala'?,SITARAMAM
Sita Ramam,Complete the lyric: 'Assalu ___ Nyaayame; Muttadi Chese Dhoorame; Kshaminchaleni Kshanaale Ivaa',KAADHU
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame; Kshaminchaleni Kshanaale Ivaa'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame; Kshaminchaleni Kshanaale Ivaa'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame; Kshaminchaleni Kshanaale Ivaa'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame; Kshaminchaleni Kshanaale Ivaa'?,YAZINNIZAR
Sita Ramam,Complete the lyric: 'Maanadhu Prema ___ Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame',GAAYAME
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Maanadhu Prema Gaayame; Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Maanadhu Prema Gaayame; Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Maanadhu Prema Gaayame; Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Maanadhu Prema Gaayame; Assalu Kaadhu Nyaayame; Muttadi Chese Dhoorame'?,YAZINNIZAR
Sita Ramam,Complete the lyric: 'Prapanchamantha Kore Ramude Nuvva; Seethemo ___ Ledhugaa; Naraalane Melese Baadha Needhigaa',THODU
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Prapanchamantha Kore Ramude Nuvva; Seethemo Thodu Ledhugaa; Naraalane Melese Baadha Needhigaa'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Prapanchamantha Kore Ramude Nuvva; Seethemo Thodu Ledhugaa; Naraalane Melese Baadha Needhigaa'?,KRISHNAKANTH
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Prapanchamantha Kore Ramude Nuvva; Seethemo Thodu Ledhugaa; Naraalane Melese Baadha Needhigaa'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Prapanchamantha Kore Ramude Nuvva; Seethemo Thodu Ledhugaa; Naraalane Melese Baadha Needhigaa'?,YAZINNIZAR
Sita Ramam,Complete the lyric: 'Chali Chali Gaalullo Vesangi; Poole ___ Poochaaye; Eppudo Ninnu Choose Roju',LONA
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Chali Chali Gaalullo Vesangi; Poole Lona Poochaaye; Eppudo Ninnu Choose Roju'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Chali Chali Gaalullo Vesangi; Poole Lona Poochaaye; Eppudo Ninnu Choose Roju'?,ANANTASRIRAM
Sita Ramam,Which movie has the song with the following lyrics snippet from: 'Chali Chali Gaalullo Vesangi; Poole Lona Poochaaye; Eppudo Ninnu Choose Roju'?,SITARAMAM
Sita Ramam,Who sang the song with the lyrics snippet 'Chali Chali Gaalullo Vesangi; Poole Lona Poochaaye; Eppudo Ninnu Choose Roju'?,YAZINNIZAR
Sita Ramam,Complete the lyric: 'Epudo ___ Praanam; Apude Neeku Naa Aalochana; Pamputundhe Aahwaanam',ANNADI
Sita Ramam,Who is the music director for the song with the lyrics snippet 'Epudo Annadi Praanam; Apude Neeku Naa Aalochana; Pamputundhe Aahwaanam'?,VISHALCHANDRASEKHAR
Sita Ramam,Who penned the lyrics to the song with the lyrics snippet 'Epudo Annadi Praanam; Apude Neeku Naa Aalochana; Pamputundhe Aahwaanam'?,ANANTASRIRAM
