Movie,Question,Answer,Film,Song
The Family Star,Who sang the song with the lyrics snippet 'Edho Sangeethame; Hrudhayamuna Entho Santoshame; Kshanamulo Gaallo Telina Bhrame'?,SHREYAGHOSHAL,The Family Star,Madhuramu Kadha
The Family Star,Complete the lyric: 'VenuvuGaanam Thiyyaga Pande; ___ Praanam Upponge Aanandham; Edho Sangeethame',RADHAKU,The Family Star,Madhuramu Kadha
The Family Star,Who is the music director for the song with the lyrics snippet 'VenuvuGaanam Thiyyaga Pande; Radhaku Praanam Upponge Aanandham; Edho Sangeethame'?,GOPISUNDER,The Family Star,Madhuramu Kadha
The Family Star,Who penned the lyrics to the song with the lyrics snippet 'VenuvuGaanam Thiyyaga Pande; Radhaku Praanam Upponge Aanandham; Edho Sangeethame'?,SRIMANI,The Family Star,Madhuramu Kadha
The Family Star,Which movie has the song with the following lyrics snippet from: 'VenuvuGaanam Thiyyaga Pande; Radhaku Praanam Upponge Aanandham; Edho Sangeethame'?,THEFAMILYSTAR,The Family Star,Madhuramu Kadha
The Family Star,Who sang the song with the lyrics snippet 'VenuvuGaanam Thiyyaga Pande; Radhaku Praanam Upponge Aanandham; Edho Sangeethame'?,SHREYAGHOSHAL,The Family Star,Madhuramu Kadha
The Family Star,Complete the lyric: '___ Nimishamunaa; Hakkulivi Naaku Maathramani Sontham; Ilaa Neepainaa',PRATHI,The Family Star,Madhuramu Kadha
The Family Star,Who is the music director for the song with the lyrics snippet 'Prathi Nimishamunaa; Hakkulivi Naaku Maathramani Sontham; Ilaa Neepainaa'?,GOPISUNDER,The Family Star,Madhuramu Kadha
The Family Star,Who penned the lyrics to the song with the lyrics snippet 'Prathi Nimishamunaa; Hakkulivi Naaku Maathramani Sontham; Ilaa Neepainaa'?,SRIMANI,The Family Star,Madhuramu Kadha
The Family Star,Which movie has the song with the following lyrics snippet from: 'Prathi Nimishamunaa; Hakkulivi Naaku Maathramani Sontham; Ilaa Neepainaa'?,THEFAMILYSTAR,The Family Star,Madhuramu Kadha
The Family Star,Who sang the song with the lyrics snippet 'Prathi Nimishamunaa; Hakkulivi Naaku Maathramani Sontham; Ilaa Neepainaa'?,SHREYAGHOSHAL,The Family Star,Madhuramu Kadha
Bhagavanth Kesari,Complete the lyric: 'Yetlundaale; Kottara Kottu Soumaaru; Shambho Shambho Shambho ___',RE,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Yetlundaale; Kottara Kottu Soumaaru; Shambho Shambho Shambho Re'?,SSTHAMAN,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Yetlundaale; Kottara Kottu Soumaaru; Shambho Shambho Shambho Re'?,SHYAMKASARLA,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Yetlundaale; Kottara Kottu Soumaaru; Shambho Shambho Shambho Re'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Complete the lyric: 'Lambhodara Aayaare; Bolo Gam Gam; ___ Bappa Moriyare',GANAPATHI,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Lambhodara Aayaare; Bolo Gam Gam; Ganapathi Bappa Moriyare'?,SSTHAMAN,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Lambhodara Aayaare; Bolo Gam Gam; Ganapathi Bappa Moriyare'?,SHYAMKASARLA,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Lambhodara Aayaare; Bolo Gam Gam; Ganapathi Bappa Moriyare'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Complete the lyric: 'Janamula Vini Varamulanosage; Gana Gana Gana Gana; ___ Sinni Sinni Nee Kandlu',AREY,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Janamula Vini Varamulanosage; Gana Gana Gana Gana; Arey Sinni Sinni Nee Kandlu'?,SSTHAMAN,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Janamula Vini Varamulanosage; Gana Gana Gana Gana; Arey Sinni Sinni Nee Kandlu'?,SHYAMKASARLA,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Janamula Vini Varamulanosage; Gana Gana Gana Gana; Arey Sinni Sinni Nee Kandlu'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Ganesh Anthem
Bhagavanth Kesari,Complete the lyric: 'Naa Oopire Neeku ___ Av Malla Avv Malla; Gee Sethulla Ninnu Moyyaala',UYYAALA,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Naa Oopire Neeku Uyyaala; Av Malla Avv Malla; Gee Sethulla Ninnu Moyyaala'?,SSTHAMAN,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Naa Oopire Neeku Uyyaala; Av Malla Avv Malla; Gee Sethulla Ninnu Moyyaala'?,ANANTASRIRAM,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Naa Oopire Neeku Uyyaala; Av Malla Avv Malla; Gee Sethulla Ninnu Moyyaala'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who sang the song with the lyrics snippet 'Naa Oopire Neeku Uyyaala; Av Malla Avv Malla; Gee Sethulla Ninnu Moyyaala'?,SPBCHARAN,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Complete the lyric: 'Bathukamma Bathukamma Uyyaalo; Bangaru Bathukamma Uyyaalo; Sambaraala ___ Uyyaalo',GUMMA,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Bathukamma Bathukamma Uyyaalo; Bangaru Bathukamma Uyyaalo; Sambaraala Gumma Uyyaalo'?,SSTHAMAN,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Bathukamma Bathukamma Uyyaalo; Bangaru Bathukamma Uyyaalo; Sambaraala Gumma Uyyaalo'?,ANANTASRIRAM,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Bathukamma Bathukamma Uyyaalo; Bangaru Bathukamma Uyyaalo; Sambaraala Gumma Uyyaalo'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who sang the song with the lyrics snippet 'Bathukamma Bathukamma Uyyaalo; Bangaru Bathukamma Uyyaalo; Sambaraala Gumma Uyyaalo'?,SPBCHARAN,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Complete the lyric: 'Udatha Udatha Usshaa Ush; Sappudu Seyyakurri; Neekanna ___ Urukuthaandhi',MASTHUGA,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Udatha Udatha Usshaa Ush; Sappudu Seyyakurri; Neekanna Masthuga Urukuthaandhi'?,SSTHAMAN,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Udatha Udatha Usshaa Ush; Sappudu Seyyakurri; Neekanna Masthuga Urukuthaandhi'?,ANANTASRIRAM,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Udatha Udatha Usshaa Ush; Sappudu Seyyakurri; Neekanna Masthuga Urukuthaandhi'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Who sang the song with the lyrics snippet 'Udatha Udatha Usshaa Ush; Sappudu Seyyakurri; Neekanna Masthuga Urukuthaandhi'?,SPBCHARAN,Bhagavanth Kesari,Uyyaalo Uyyaala
Bhagavanth Kesari,Complete the lyric: 'Keekaaranyam Vaani Sthanyam; Kesarosthe Baanchan Anadhaa; ___ Needa Choosthe',NITTANILUVU,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Keekaaranyam Vaani Sthanyam; Kesarosthe Baanchan Anadhaa; Nittaniluvu Needa Choosthe'?,SSTHAMAN,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Keekaaranyam Vaani Sthanyam; Kesarosthe Baanchan Anadhaa; Nittaniluvu Needa Choosthe'?,SHYAMKASARLA,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Keekaaranyam Vaani Sthanyam; Kesarosthe Baanchan Anadhaa; Nittaniluvu Needa Choosthe'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who sang the song with the lyrics snippet 'Keekaaranyam Vaani Sthanyam; Kesarosthe Baanchan Anadhaa; Nittaniluvu Needa Choosthe'?,CHORUS,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Complete the lyric: 'Saagaraale Challabadavaa; Veta Katthe Vetu Vesthe; Aggikainaa ___',BHAGGUMANADHAA,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Saagaraale Challabadavaa; Veta Katthe Vetu Vesthe; Aggikainaa Bhaggumanadhaa'?,SSTHAMAN,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Saagaraale Challabadavaa; Veta Katthe Vetu Vesthe; Aggikainaa Bhaggumanadhaa'?,SHYAMKASARLA,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Saagaraale Challabadavaa; Veta Katthe Vetu Vesthe; Aggikainaa Bhaggumanadhaa'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who sang the song with the lyrics snippet 'Saagaraale Challabadavaa; Veta Katthe Vetu Vesthe; Aggikainaa Bhaggumanadhaa'?,CHORUS,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Complete the lyric: 'Veedi ___ Nithyam OChari; Nittaniluvu Needa Choosthe; Sagamu Sagamai Jhallumanadhaa',KASI,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who is the music director for the song with the lyrics snippet 'Veedi Kasi Nithyam OChari; Nittaniluvu Needa Choosthe; Sagamu Sagamai Jhallumanadhaa'?,SSTHAMAN,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who penned the lyrics to the song with the lyrics snippet 'Veedi Kasi Nithyam OChari; Nittaniluvu Needa Choosthe; Sagamu Sagamai Jhallumanadhaa'?,SHYAMKASARLA,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Which movie has the song with the following lyrics snippet from: 'Veedi Kasi Nithyam OChari; Nittaniluvu Needa Choosthe; Sagamu Sagamai Jhallumanadhaa'?,BHAGAVANTHKESARI,Bhagavanth Kesari,Roar of Kesari
Bhagavanth Kesari,Who sang the song with the lyrics snippet 'Veedi Kasi Nithyam OChari; Nittaniluvu Needa Choosthe; Sagamu Sagamai Jhallumanadhaa'?,CHORUS,Bhagavanth Kesari,Roar of Kesari
Dasara,Complete the lyric: 'Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan ___ maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam',IRAGA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Who is the music director for the song with the lyrics snippet 'Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam'?,SANTHOSHNARAYANAN,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam'?,SHYAMKASARLA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Which movie has the song with the following lyrics snippet from: 'Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam; Dhoom daam dostaan iraga maraga cheddaam'?,DASARA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Complete the lyric: 'Etla gottaro sooddaam ___ ya; Pavvagottu pavvagottu; Botikoora daananchuku vettu',NEE,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Who is the music director for the song with the lyrics snippet 'Etla gottaro sooddaam nee ya; Pavvagottu pavvagottu; Botikoora daananchuku vettu'?,SANTHOSHNARAYANAN,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Etla gottaro sooddaam nee ya; Pavvagottu pavvagottu; Botikoora daananchuku vettu'?,SHYAMKASARLA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Which movie has the song with the following lyrics snippet from: 'Etla gottaro sooddaam nee ya; Pavvagottu pavvagottu; Botikoora daananchuku vettu'?,DASARA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Complete the lyric: 'Bangaari bomma dorikenammo ee vaadalonaa; ___ bindenu teeska ramani neellaku bote; Raamuloru eduraayenammo ee vaadalonaa',RAAGI,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Who is the music director for the song with the lyrics snippet 'Bangaari bomma dorikenammo ee vaadalonaa; Raagi bindenu teeska ramani neellaku bote; Raamuloru eduraayenammo ee vaadalonaa'?,SANTHOSHNARAYANAN,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Bangaari bomma dorikenammo ee vaadalonaa; Raagi bindenu teeska ramani neellaku bote; Raamuloru eduraayenammo ee vaadalonaa'?,SHYAMKASARLA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Which movie has the song with the following lyrics snippet from: 'Bangaari bomma dorikenammo ee vaadalonaa; Raagi bindenu teeska ramani neellaku bote; Raamuloru eduraayenammo ee vaadalonaa'?,DASARA,Dasara,Dhoom Dhaam Dhosthaan
Dasara,Complete the lyric: '___ Boddemmagaane Gaavuranga; Ninnu Nene Vaddhani; Girigeesukunna Gintha Dhelvakunta',CHINNA,Dasara,Ori Vaari
Dasara,Who is the music director for the song with the lyrics snippet 'Chinna Boddemmagaane Gaavuranga; Ninnu Nene Vaddhani; Girigeesukunna Gintha Dhelvakunta'?,SANTHOSHNARAYANAN,Dasara,Ori Vaari
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Chinna Boddemmagaane Gaavuranga; Ninnu Nene Vaddhani; Girigeesukunna Gintha Dhelvakunta'?,SRIMANI,Dasara,Ori Vaari
Dasara,Which movie has the song with the following lyrics snippet from: 'Chinna Boddemmagaane Gaavuranga; Ninnu Nene Vaddhani; Girigeesukunna Gintha Dhelvakunta'?,DASARA,Dasara,Ori Vaari
Dasara,Who sang the song with the lyrics snippet 'Chinna Boddemmagaane Gaavuranga; Ninnu Nene Vaddhani; Girigeesukunna Gintha Dhelvakunta'?,SANTHOSHNARAYANAN,Dasara,Ori Vaari
Dasara,Complete the lyric: '___ Eega; Sudigaalilo Chikkinattu; Dhikku Mokkuleni Kannu',REKKALIRIGINATTI,Dasara,Ori Vaari
Dasara,Who is the music director for the song with the lyrics snippet 'Rekkaliriginatti Eega; Sudigaalilo Chikkinattu; Dhikku Mokkuleni Kannu'?,SANTHOSHNARAYANAN,Dasara,Ori Vaari
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Rekkaliriginatti Eega; Sudigaalilo Chikkinattu; Dhikku Mokkuleni Kannu'?,SRIMANI,Dasara,Ori Vaari
Dasara,Which movie has the song with the following lyrics snippet from: 'Rekkaliriginatti Eega; Sudigaalilo Chikkinattu; Dhikku Mokkuleni Kannu'?,DASARA,Dasara,Ori Vaari
Dasara,Who sang the song with the lyrics snippet 'Rekkaliriginatti Eega; Sudigaalilo Chikkinattu; Dhikku Mokkuleni Kannu'?,SANTHOSHNARAYANAN,Dasara,Ori Vaari
Dasara,Complete the lyric: 'Ho Ho HoHo Ho Ho; Ho ___ HoHo Ho Ho; Ho Ho HoHo Ho Ho',HO,Dasara,Ori Vaari
Dasara,Who is the music director for the song with the lyrics snippet 'Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho'?,SANTHOSHNARAYANAN,Dasara,Ori Vaari
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho'?,SRIMANI,Dasara,Ori Vaari
Dasara,Which movie has the song with the following lyrics snippet from: 'Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho'?,DASARA,Dasara,Ori Vaari
Dasara,Who sang the song with the lyrics snippet 'Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho; Ho Ho HoHo Ho Ho'?,SANTHOSHNARAYANAN,Dasara,Ori Vaari
Dasara,Complete the lyric: 'Akkaraku Pakkakoththade; Chamkeela Angeelodhe; Naku Jumkeelu ___',ANNATHEDE,Dasara,Chamkeela Angeelesi
Dasara,Who is the music director for the song with the lyrics snippet 'Akkaraku Pakkakoththade; Chamkeela Angeelodhe; Naku Jumkeelu Annathede'?,SANTHOSHNARAYANAN,Dasara,Chamkeela Angeelesi
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Akkaraku Pakkakoththade; Chamkeela Angeelodhe; Naku Jumkeelu Annathede'?,SHYAMKASARLA,Dasara,Chamkeela Angeelesi
Dasara,Which movie has the song with the following lyrics snippet from: 'Akkaraku Pakkakoththade; Chamkeela Angeelodhe; Naku Jumkeelu Annathede'?,DASARA,Dasara,Chamkeela Angeelesi
Dasara,Complete the lyric: 'Kadupula Intha Bosi O Vadhine; ___ Bandakesi O Vadhine; Amavasa Punnaaniko Atlatla',KODUTHADE,Dasara,Chamkeela Angeelesi
Dasara,Who is the music director for the song with the lyrics snippet 'Kadupula Intha Bosi O Vadhine; Koduthade Bandakesi O Vadhine; Amavasa Punnaaniko Atlatla'?,SANTHOSHNARAYANAN,Dasara,Chamkeela Angeelesi
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Kadupula Intha Bosi O Vadhine; Koduthade Bandakesi O Vadhine; Amavasa Punnaaniko Atlatla'?,SHYAMKASARLA,Dasara,Chamkeela Angeelesi
Dasara,Which movie has the song with the following lyrics snippet from: 'Kadupula Intha Bosi O Vadhine; Koduthade Bandakesi O Vadhine; Amavasa Punnaaniko Atlatla'?,DASARA,Dasara,Chamkeela Angeelesi
Dasara,Complete the lyric: '___ Peduthunde; Thaithakalada Kantunde; Kanta Neeranna Pettakunda',VANKALU,Dasara,Chamkeela Angeelesi
Dasara,Who is the music director for the song with the lyrics snippet 'Vankalu Peduthunde; Thaithakalada Kantunde; Kanta Neeranna Pettakunda'?,SANTHOSHNARAYANAN,Dasara,Chamkeela Angeelesi
Dasara,Who penned the lyrics to the song with the lyrics snippet 'Vankalu Peduthunde; Thaithakalada Kantunde; Kanta Neeranna Pettakunda'?,SHYAMKASARLA,Dasara,Chamkeela Angeelesi
Dasara,Which movie has the song with the following lyrics snippet from: 'Vankalu Peduthunde; Thaithakalada Kantunde; Kanta Neeranna Pettakunda'?,DASARA,Dasara,Chamkeela Angeelesi
Hi Nanna,Complete the lyric: 'Thana Kannullo ___ Choopullone Edho Indrajaalam; Bangaru Vaanallo Ninda Munche Kaalam',NEELAM,Hi Nanna,Samayamaa
Hi Nanna,Who is the music director for the song with the lyrics snippet 'Thana Kannullo Neelam; Choopullone Edho Indrajaalam; Bangaru Vaanallo Ninda Munche Kaalam'?,HESHAMABDULWAHAB,Hi Nanna,Samayamaa
Hi Nanna,Who penned the lyrics to the song with the lyrics snippet 'Thana Kannullo Neelam; Choopullone Edho Indrajaalam; Bangaru Vaanallo Ninda Munche Kaalam'?,ANANTASRIRAM,Hi Nanna,Samayamaa
Hi Nanna,Which movie has the song with the following lyrics snippet from: 'Thana Kannullo Neelam; Choopullone Edho Indrajaalam; Bangaru Vaanallo Ninda Munche Kaalam'?,HINANNA,Hi Nanna,Samayamaa
Hi Nanna,Complete the lyric: 'Bangaru Vaanallo Ninda Munche Kaalam; Choosthaamanukoledhe ___ Bhoogolaanne Thippese',NAALOTALLAM,Hi Nanna,Samayamaa
Hi Nanna,Who is the music director for the song with the lyrics snippet 'Bangaru Vaanallo Ninda Munche Kaalam; Choosthaamanukoledhe Naalotallam; Bhoogolaanne Thippese'?,HESHAMABDULWAHAB,Hi Nanna,Samayamaa
Hi Nanna,Who penned the lyrics to the song with the lyrics snippet 'Bangaru Vaanallo Ninda Munche Kaalam; Choosthaamanukoledhe Naalotallam; Bhoogolaanne Thippese'?,ANANTASRIRAM,Hi Nanna,Samayamaa
Hi Nanna,Which movie has the song with the following lyrics snippet from: 'Bangaru Vaanallo Ninda Munche Kaalam; Choosthaamanukoledhe Naalotallam; Bhoogolaanne Thippese'?,HINANNA,Hi Nanna,Samayamaa
Hi Nanna,Complete the lyric: 'Thanatho Ilaa ___ Gnapakam; Chaaya Chitram Ayinadhe; Sare Sare Thondarapadako',PRATHI,Hi Nanna,Samayamaa
Hi Nanna,Who is the music director for the song with the lyrics snippet 'Thanatho Ilaa Prathi Gnapakam; Chaaya Chitram Ayinadhe; Sare Sare Thondarapadako'?,HESHAMABDULWAHAB,Hi Nanna,Samayamaa
Hi Nanna,Who penned the lyrics to the song with the lyrics snippet 'Thanatho Ilaa Prathi Gnapakam; Chaaya Chitram Ayinadhe; Sare Sare Thondarapadako'?,ANANTASRIRAM,Hi Nanna,Samayamaa
Hi Nanna,Which movie has the song with the following lyrics snippet from: 'Thanatho Ilaa Prathi Gnapakam; Chaaya Chitram Ayinadhe; Sare Sare Thondarapadako'?,HINANNA,Hi Nanna,Samayamaa
Hi Nanna,Complete the lyric: 'Dhooram Pobokumaa; Chinni Chinni Paadhaalani; Nelai Ne ___',MOYANAA,Hi Nanna,Gaaju  Bomma
Hi Nanna,Who is the music director for the song with the lyrics snippet 'Dhooram Pobokumaa; Chinni Chinni Paadhaalani; Nelai Ne Moyanaa'?,HESHAMABDULWAHAB,Hi Nanna,Gaaju  Bomma
Hi Nanna,Who penned the lyrics to the song with the lyrics snippet 'Dhooram Pobokumaa; Chinni Chinni Paadhaalani; Nelai Ne Moyanaa'?,ANANTASRIRAM,Hi Nanna,Gaaju  Bomma
Hi Nanna,Which movie has the song with the following lyrics snippet from: 'Dhooram Pobokumaa; Chinni Chinni Paadhaalani; Nelai Ne Moyanaa'?,HINANNA,Hi Nanna,Gaaju  Bomma
Hi Nanna,Who sang the song with the lyrics snippet 'Dhooram Pobokumaa; Chinni Chinni Paadhaalani; Nelai Ne Moyanaa'?,HESHAMABDULWAHAB,Hi Nanna,Gaaju  Bomma
Hi Nanna,Complete the lyric: 'Chevulunchi Bayalellana; Ye Maata Nee Nota Moginchina; Venuvente ___',VINTAANE,Hi Nanna,Gaaju  Bomma
Hi Nanna,Who is the music director for the song with the lyrics snippet 'Chevulunchi Bayalellana; Ye Maata Nee Nota Moginchina; Venuvente Vintaane'?,HESHAMABDULWAHAB,Hi Nanna,Gaaju  Bomma
